Web Archiving Tool	Replay System	Web Browser	Containing Web Page URI-R	Containing Web Page URI-M or WARC / WACZ URL	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Recorded Session 1 URL	Recorded Session 2 URL	Recorded Session 3 URL	Successful Replay of Ad In Containing Web Page	Replay Issues Description
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011108im_/https://cdn.leroymerlin.com.br/uploads/img/banners/_4_home_tirinha_%7C__jardim_e_varanda_com_ate_40percent_off_24_4_a_02_5_4f68_580x190.png									https://youtu.be/XUGrRBu7Bg4?t=3311			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011138im_/https://cdn.leroymerlin.com.br/uploads/img/banners/_5_home_tirinha_%7C_cozinha_com_ate_50percent_off_24_4_a_02_5_b1df_580x190.png									https://youtu.be/XUGrRBu7Bg4?t=3350			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011138im_/https://cdn.leroymerlin.com.br/uploads/img/banners/_6_home_tirinha_%7C_lavanderia_com_ate_30percent_off_24_4_a_02_5_1745_580x190.png									https://youtu.be/XUGrRBu7Bg4?t=3415			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011138im_/https://cdn.leroymerlin.com.br/uploads/img/banners/_1_home_box_%7C_destaques_do_mes_construcao_com_ate_10percent_off_24_4_a_02_5_f25c_380x400.png									https://youtu.be/XUGrRBu7Bg4?t=3459			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011138im_/https://cdn.leroymerlin.com.br/uploads/img/banners/_2_home_box_%7C_destaques_do_mes_ferramentas_com_ate_30percent_off_24_4_a_02_5_99a8_380x400.png									https://youtu.be/XUGrRBu7Bg4?t=3495			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011138im_/https://cdn.leroymerlin.com.br/uploads/img/banners/_3_home_box_%7C_destaques_do_mes_eletros_com_ate_30percent_off_24_4_a_02_5_74a9_380x400.png									https://youtu.be/XUGrRBu7Bg4?t=3557			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011141im_/https://cdn.leroymerlin.com.br/uploads/img/banners/_4_home_box_%7C_portas_e_janelas_com_ate_30percent_off_24_4_a_02_5_d2c9_380x400.png									https://youtu.be/XUGrRBu7Bg4?t=3641			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011141im_/https://cdn.leroymerlin.com.br/uploads/img/banners/_5_home_box_%7C_caixas_organizadoras_com_ate_30percent_off_24_4_a_02_5_5f31_380x400.png									https://youtu.be/XUGrRBu7Bg4?t=3675			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011141im_/https://cdn.leroymerlin.com.br/uploads/img/banners/_6_home_box_%7C_espelhos_com_ate_45percent_off_24_4_a_02_5_c844_380x400.png									https://youtu.be/XUGrRBu7Bg4?t=3726			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011147im_/https://cdn.leroymerlin.com.br/uploads/img/banners/numbox_home_cartao_celebre_b718_380x400.png									https://youtu.be/XUGrRBu7Bg4?t=3780			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011147im_/https://cdn.leroymerlin.com.br/uploads/img/banners/numbox_home_fidelidade_0c15_380x400.png									https://youtu.be/XUGrRBu7Bg4?t=3918			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011147im_/https://cdn.leroymerlin.com.br/uploads/img/banners/box_home_aplicativo_48fa_380x400.png									https://youtu.be/XUGrRBu7Bg4?t=3959			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011106im_/https://cdn.leroymerlin.com.br/categories/exclusivo_online_com_ate_60percent_off_6203_300x300.png	Text 1 (translated to english): Exclusive Online with up to 60% OFF								https://youtu.be/XUGrRBu7Bg4?t=3959			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011106im_/https://cdn.leroymerlin.com.br/categories/torneiras_com_ate_40percent_off_d180_300x300.png	Text 1 (translated to english): Faucets with up to 40% OFF								https://youtu.be/XUGrRBu7Bg4?t=2908			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011105im_/https://cdn.leroymerlin.com.br/categories/fogoes_cooktops_e_microondas_com_ate_40percent_off_cc35_300x300.png	Text 1 (translated to english): Stoves, Cooktops and Microwaves with up to 40% OFF								https://youtu.be/XUGrRBu7Bg4?t=2959			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011106im_/https://cdn.leroymerlin.com.br/categories/iluminacao_com_ate_40percent_off_316d_300x300.png	Text 1 (translated to english): Lighting with up to 40% OFF								https://youtu.be/XUGrRBu7Bg4?t=3017			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011106im_/https://cdn.leroymerlin.com.br/categories/eletrica_com_ate_50percent_off_90e6_300x300.png	Text 1 (translated to english): Electric with up to 50% OFF								https://youtu.be/XUGrRBu7Bg4?t=3064			Yes	No issues
Arquivo.pt	Arquivo.pt	Chrome	https://www.leroymerlin.com.br/	https://arquivo.pt/wayback/20230426011101/https://www.leroymerlin.com.br/	Image 1 URI-M: https://arquivo.pt/wayback/20230426011106im_/https://cdn.leroymerlin.com.br/categories/programa_de_fidelidade_5271_300x300.png	Text 1 (translated to english): Fidelity program								https://youtu.be/XUGrRBu7Bg4?t=3110			Yes	No issues
